region,day,Woolworths routes,Outsourced routes
3,61,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,61,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,61,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,61,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
4,61,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,61,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,61,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,61,"['Distribution Centre Auckland', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,61,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,61,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
6,61,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,61,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Milford', 'Woolworths Takapuna', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,61,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,61,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Birkenhead', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
7,61,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,61,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,62,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,62,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,62,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,62,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,62,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,62,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,62,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,62,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,62,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,62,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,62,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Manukau Mall', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
3,62,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,62,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,62,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,62,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,62,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
5,62,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,62,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,62,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,62,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,62,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,62,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,62,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,62,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,62,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,63,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,63,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,63,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,63,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,63,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,63,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,63,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Botany Downs', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,63,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,63,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,63,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,63,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,63,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
4,63,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,63,"['Distribution Centre Auckland', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,63,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,63,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Northwest', 'Distribution Centre Auckland']",
5,63,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,63,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,63,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,63,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
7,63,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,63,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,64,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,64,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,64,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'FreshChoice Papakura', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,64,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,64,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,64,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,64,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,64,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,64,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,64,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,64,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,64,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
4,64,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,64,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,64,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,64,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Henderson', 'Distribution Centre Auckland']",
5,64,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,64,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,64,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,64,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,64,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,64,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,64,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,64,"['Distribution Centre Auckland', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,64,"['Distribution Centre Auckland', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,64,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,65,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,65,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,65,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,65,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,65,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,65,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths St Johns', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,65,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,65,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,65,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,65,"['Distribution Centre Auckland', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,65,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,65,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,65,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,65,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,65,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Distribution Centre Auckland']",
6,65,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,65,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Milford', 'Distribution Centre Auckland']",
